timestamp,site_id,building_id,asset_id,asset_type,temperature,vibration,pressure,power_consumption,statistical_anomaly,isolation_forest_anomaly,autoencoder_anomaly,cluster_anomaly,change_point_signal,anomaly_score,severity,primary_reason
2026-01-08 22:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,23.318,0.768,1.812,12.218,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-01-08 22:15:00,SITE_01,BLDG_01,ASSET_001,Chiller,21.884,0.816,1.692,12.113,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-01-08 22:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,22.239,0.493,1.734,10.895,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-01-08 22:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,23.593,0.469,1.646,10.226,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-01-09 01:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,20.527,0.25,1.58,52.134,0,1,1,0,0,2,Watch,Multivariate abnormal behavior
2026-01-11 10:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.408,0.078,1.455,56.668,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-14 08:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,24.104,0.087,1.55,77.953,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-15 08:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,23.69,0.098,1.581,96.108,0,1,1,0,0,2,Watch,Multivariate abnormal behavior
2026-01-15 13:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.121,0.19,1.432,226.81,1,1,1,0,0,3,Anomaly,Sudden power deviation
2026-01-16 09:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,24.425,0.159,1.725,76.828,1,0,1,0,0,2,Watch,Abnormal pressure
2026-02-02 08:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,24.229,0.268,1.407,82.568,1,1,0,0,0,2,Watch,Excessive vibration
2026-02-02 10:15:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.839,0.353,1.511,97.847,1,1,0,0,0,2,Watch,Excessive vibration
2026-02-02 10:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,26.965,0.317,1.657,94.239,1,1,0,0,0,2,Watch,Excessive vibration
2026-02-02 11:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,26.029,0.33,1.629,108.325,1,1,0,1,0,3,Anomaly,Excessive vibration
2026-02-02 11:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.502,0.417,1.502,87.234,1,1,0,0,0,2,Watch,Excessive vibration
2026-02-02 12:15:00,SITE_01,BLDG_01,ASSET_001,Chiller,27.706,0.412,1.623,87.939,1,1,0,1,0,3,Anomaly,Excessive vibration
2026-02-02 12:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,26.242,0.44,1.576,90.666,1,1,0,0,0,2,Watch,Excessive vibration
2026-02-02 12:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,27.432,0.421,1.516,81.376,1,1,0,0,1,3,Anomaly,Excessive vibration
2026-02-02 13:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,26.184,0.351,1.436,95.358,1,1,0,1,0,3,Anomaly,Excessive vibration
2026-02-02 13:15:00,SITE_01,BLDG_01,ASSET_001,Chiller,26.897,0.448,1.618,98.408,1,1,0,0,0,2,Watch,Excessive vibration
2026-02-02 13:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,27.13,0.493,1.539,105.719,1,1,0,0,0,2,Watch,Excessive vibration
2026-02-02 13:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,27.908,0.348,1.555,102.369,1,1,0,0,0,2,Watch,Excessive vibration
2026-02-02 14:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.619,0.467,1.478,105.868,1,1,0,0,0,2,Watch,Excessive vibration
2026-02-02 14:15:00,SITE_01,BLDG_01,ASSET_001,Chiller,27.05,0.446,1.605,99.709,1,1,0,0,0,2,Watch,Excessive vibration
2026-02-02 14:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,27.67,0.569,1.629,93.086,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-02-02 14:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,27.323,0.49,1.515,101.466,1,1,0,1,0,3,Anomaly,Excessive vibration
2026-02-02 15:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,27.045,0.61,1.353,107.562,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-02-02 15:15:00,SITE_01,BLDG_01,ASSET_001,Chiller,24.968,0.499,1.697,89.225,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-02-02 15:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.461,0.526,1.484,102.02,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-02-02 15:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,26.357,0.6,1.54,95.302,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-02-02 16:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.62,0.489,1.691,95.623,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-02-02 16:15:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.339,0.609,1.457,88.708,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-02-02 16:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,26.28,0.647,1.759,114.248,1,1,1,1,0,4,Critical,Excessive vibration
2026-02-02 16:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,26.458,0.437,1.536,79.038,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-02-02 17:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,26.271,0.611,,99.179,1,1,0,0,0,2,Watch,Excessive vibration
2026-02-02 17:15:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.85,0.534,1.673,93.346,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-02-02 17:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,26.971,0.532,1.621,97.446,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-02-02 17:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,26.285,0.414,1.611,92.632,1,1,0,0,0,2,Watch,Excessive vibration
2026-02-02 18:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,24.039,0.609,1.609,71.815,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-02-02 18:15:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.51,0.578,1.643,78.647,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-02-02 18:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,24.352,0.62,1.633,78.306,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-02-02 18:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.136,0.665,1.55,80.696,1,1,0,0,0,2,Watch,Excessive vibration
2026-02-02 19:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,24.543,0.573,1.736,15.884,1,1,1,1,0,4,Critical,Excessive vibration
2026-02-02 19:15:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.267,0.494,1.675,11.666,1,1,1,1,0,4,Critical,Excessive vibration
2026-02-02 19:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,24.173,0.738,1.561,6.64,1,1,1,1,0,4,Critical,Excessive vibration
2026-02-02 19:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,24.394,0.704,1.667,14.558,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-02-12 08:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,23.602,0.239,,92.48,0,1,1,0,0,2,Watch,Multivariate abnormal behavior
2026-02-15 12:15:00,SITE_01,BLDG_01,ASSET_001,Chiller,26.243,0.093,1.564,62.58,1,0,1,0,0,2,Watch,Excessive vibration
2026-02-16 10:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.413,0.081,1.636,92.977,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-02-16 18:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,22.255,0.231,1.601,223.854,1,1,1,0,0,3,Anomaly,Sudden power deviation
2026-02-19 11:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.397,0.205,1.276,187.537,1,1,1,1,0,4,Critical,Sudden power deviation
2026-02-26 17:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,23.978,0.155,1.261,102.829,1,1,0,0,0,2,Watch,Abnormal pressure
2026-03-05 10:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.566,0.143,1.793,94.459,1,0,1,0,0,2,Watch,Abnormal pressure
2026-03-09 21:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,20.661,0.836,1.447,5.158,1,0,1,0,0,2,Watch,Excessive vibration
2026-03-11 19:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,,0.091,1.593,8.576,1,1,0,0,0,2,Watch,Excessive vibration
2026-03-13 06:15:00,SITE_01,BLDG_01,ASSET_001,Chiller,23.246,0.291,1.682,51.736,1,0,1,0,0,2,Watch,Excessive vibration
2026-03-13 06:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,23.025,0.265,1.545,10.044,1,0,0,0,1,2,Watch,Excessive vibration
2026-03-13 08:15:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.648,0.438,1.539,93.811,1,1,0,0,0,2,Watch,Excessive vibration
2026-03-13 09:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.234,0.331,1.594,100.358,1,1,0,0,0,2,Watch,Excessive vibration
2026-03-13 09:15:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.672,0.467,1.694,91.685,1,0,1,0,1,3,Anomaly,Excessive vibration
2026-03-13 09:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.682,0.457,1.573,104.261,1,1,0,0,0,2,Watch,Excessive vibration
2026-03-13 09:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.568,0.392,1.411,86.643,1,1,0,0,0,2,Watch,Excessive vibration
2026-03-13 10:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,27.757,0.432,1.456,89.686,1,1,0,0,0,2,Watch,Excessive vibration
2026-03-13 10:15:00,SITE_01,BLDG_01,ASSET_001,Chiller,26.57,0.437,1.629,110.775,1,1,0,0,0,2,Watch,Excessive vibration
2026-03-13 10:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,27.029,0.518,1.605,100.41,1,1,1,1,0,4,Critical,Excessive vibration
2026-03-13 10:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,26.92,0.474,1.537,105.058,1,1,0,0,0,2,Watch,Excessive vibration
2026-03-13 11:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,27.228,0.562,1.655,95.301,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-03-13 11:15:00,SITE_01,BLDG_01,ASSET_001,Chiller,27.917,0.417,1.602,105.191,1,1,0,0,0,2,Watch,Excessive vibration
2026-03-13 11:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,27.198,0.449,1.695,114.851,1,1,0,0,0,2,Watch,Excessive vibration
2026-03-13 11:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,29.533,0.531,1.445,114.927,1,1,0,0,0,2,Watch,Excessive vibration
2026-03-13 12:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,26.943,0.576,1.44,107.698,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-03-13 12:15:00,SITE_01,BLDG_01,ASSET_001,Chiller,26.74,0.555,1.535,105.51,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-03-13 12:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,27.866,0.487,1.737,109.966,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-03-13 12:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,27.306,0.462,1.594,100.359,1,1,0,0,0,2,Watch,Excessive vibration
2026-03-13 13:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,28.302,0.399,1.634,110.421,1,1,0,0,0,2,Watch,Excessive vibration
2026-03-13 13:15:00,SITE_01,BLDG_01,ASSET_001,Chiller,28.39,0.576,1.507,104.868,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-03-13 13:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,28.502,0.627,1.636,105.422,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-03-13 13:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,26.898,0.63,1.628,106.125,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-03-13 14:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,27.72,0.688,1.754,95.095,1,1,1,1,0,4,Critical,Excessive vibration
2026-03-13 14:15:00,SITE_01,BLDG_01,ASSET_001,Chiller,26.931,0.789,1.539,94.091,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-03-13 14:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,29.397,0.424,1.599,99.011,1,1,0,1,0,3,Anomaly,Excessive vibration
2026-03-13 14:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,26.976,0.559,1.779,101.881,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-03-13 15:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,26.978,0.696,1.68,85.115,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-03-13 15:15:00,SITE_01,BLDG_01,ASSET_001,Chiller,27.598,0.542,1.557,116.055,1,1,0,0,0,2,Watch,Excessive vibration
2026-03-13 15:30:00,SITE_01,BLDG_01,ASSET_001,Chiller,28.533,0.574,1.733,119.398,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-03-13 15:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,28.546,0.734,1.707,100.704,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-03-13 16:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,29.237,0.858,1.729,105.724,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-03-14 16:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,23.786,0.146,1.849,49.239,1,0,1,0,0,2,Watch,Abnormal pressure
2026-03-18 13:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,25.624,0.877,1.579,97.603,1,1,1,1,0,4,Critical,Excessive vibration
2026-03-20 18:45:00,SITE_01,BLDG_01,ASSET_001,Chiller,22.082,0.266,1.572,68.887,1,1,0,0,0,2,Watch,Excessive vibration
2026-03-23 14:00:00,SITE_01,BLDG_01,ASSET_001,Chiller,24.97,0.684,1.417,87.895,1,1,0,0,0,2,Watch,Excessive vibration
2026-01-15 20:30:00,SITE_01,BLDG_01,ASSET_002,AHU,19.432,0.124,0.677,7.614,1,0,1,0,0,2,Watch,Abnormal pressure
2026-01-18 16:30:00,SITE_01,BLDG_01,ASSET_002,AHU,22.27,0.462,1.145,14.766,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-23 10:15:00,SITE_01,BLDG_01,ASSET_002,AHU,24.052,0.284,1.006,30.834,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-23 10:30:00,SITE_01,BLDG_01,ASSET_002,AHU,23.497,0.176,,26.372,1,0,0,0,1,2,Watch,Excessive vibration
2026-01-23 12:30:00,SITE_01,BLDG_01,ASSET_002,AHU,24.11,0.225,0.981,31.284,1,0,0,0,1,2,Watch,Excessive vibration
2026-01-23 13:45:00,SITE_01,BLDG_01,ASSET_002,AHU,25.722,0.365,1.039,28.227,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-23 14:15:00,SITE_01,BLDG_01,ASSET_002,AHU,25.466,0.399,1.024,30.065,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-23 14:30:00,SITE_01,BLDG_01,ASSET_002,AHU,24.533,0.389,1.087,28.713,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-23 14:45:00,SITE_01,BLDG_01,ASSET_002,AHU,25.296,0.434,0.868,30.853,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-23 15:00:00,SITE_01,BLDG_01,ASSET_002,AHU,25.219,0.434,1.011,28.904,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-23 15:30:00,SITE_01,BLDG_01,ASSET_002,AHU,24.009,0.439,0.919,34.526,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-23 15:45:00,SITE_01,BLDG_01,ASSET_002,AHU,25.199,0.31,0.961,33.01,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-23 16:00:00,SITE_01,BLDG_01,ASSET_002,AHU,23.655,0.393,1.199,30.632,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-01-23 16:15:00,SITE_01,BLDG_01,ASSET_002,AHU,24.87,0.423,0.814,23.576,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-23 17:15:00,SITE_01,BLDG_01,ASSET_002,AHU,23.127,0.499,1.11,21.073,1,1,1,1,0,4,Critical,Excessive vibration
2026-01-23 18:00:00,SITE_01,BLDG_01,ASSET_002,AHU,23.083,0.375,1.029,36.045,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-29 04:30:00,SITE_01,BLDG_01,ASSET_002,AHU,19.956,0.191,0.845,10.753,1,0,0,0,1,2,Watch,Excessive vibration
2026-01-29 04:45:00,SITE_01,BLDG_01,ASSET_002,AHU,20.818,0.181,1.061,14.396,1,0,0,0,1,2,Watch,Excessive vibration
2026-01-29 05:00:00,SITE_01,BLDG_01,ASSET_002,AHU,21.366,0.158,1.138,15.846,1,0,0,0,1,2,Watch,Excessive vibration
2026-01-29 08:00:00,SITE_01,BLDG_01,ASSET_002,AHU,,0.308,1.022,29.963,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-29 08:30:00,SITE_01,BLDG_01,ASSET_002,AHU,22.009,0.254,1.16,24.32,1,0,0,0,1,2,Watch,Excessive vibration
2026-01-29 09:15:00,SITE_01,BLDG_01,ASSET_002,AHU,22.33,0.349,1.096,31.864,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-29 09:45:00,SITE_01,BLDG_01,ASSET_002,AHU,25.258,0.401,0.9,29.57,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-29 10:00:00,SITE_01,BLDG_01,ASSET_002,AHU,24.464,0.33,0.916,30.475,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-29 10:15:00,SITE_01,BLDG_01,ASSET_002,AHU,23.822,0.38,1.054,27.948,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-29 10:30:00,SITE_01,BLDG_01,ASSET_002,AHU,25.387,0.301,1.091,29.991,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-29 10:45:00,SITE_01,BLDG_01,ASSET_002,AHU,24.411,0.328,0.929,27.321,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-29 11:00:00,SITE_01,BLDG_01,ASSET_002,AHU,25.719,0.272,0.961,38.678,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-29 11:30:00,SITE_01,BLDG_01,ASSET_002,AHU,25.16,0.329,1.101,29.145,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-29 11:45:00,SITE_01,BLDG_01,ASSET_002,AHU,25.313,0.485,0.994,28.975,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-01-29 12:00:00,SITE_01,BLDG_01,ASSET_002,AHU,24.223,0.28,0.991,38.653,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-29 12:15:00,SITE_01,BLDG_01,ASSET_002,AHU,24.816,0.502,1.153,27.671,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-01-29 12:45:00,SITE_01,BLDG_01,ASSET_002,AHU,25.6,0.412,0.835,26.886,1,0,1,0,0,2,Watch,Excessive vibration
2026-01-29 13:00:00,SITE_01,BLDG_01,ASSET_002,AHU,25.238,0.487,1.07,35.349,1,1,1,0,0,3,Anomaly,Excessive vibration
2026-01-29 13:30:00,SITE_01,BLDG_01,ASSET_002,AHU,25.45,0.328,0.964,35.561,1,0,1,0,0,2,Watch,Excessive vibration
2026-02-02 16:15:00,SITE_01,BLDG_01,ASSET_002,AHU,23.074,0.448,0.897,22.647,1,0,1,0,0,2,Watch,Excessive vibration
2026-02-15 20:45:00,SITE_01,BLDG_01,ASSET_002,AHU,19.178,0.074,0.646,12.648,1,0,1,0,0,2,Watch,Abnormal pressure
2026-03-01 04:15:00,SITE_01,BLDG_01,ASSET_002,AHU,20.273,0.177,0.972,13.92,1,0,0,0,1,2,Watch,Excessive vibration
2026-03-01 06:15:00,SITE_01,BLDG_01,ASSET_002,AHU,21.73,0.297,0.85,10.258,1,0,0,0,1,2,Watch,Excessive vibration
2026-03-01 06:30:00,SITE_01,BLDG_01,ASSET_002,AHU,21.974,0.194,1.037,14.119,1,0,0,0,1,2,Watch,Excessive vibration
2026-03-01 10:15:00,SITE_01,BLDG_01,ASSET_002,AHU,24.996,0.339,0.933,12.062,1,0,1,0,0,2,Watch,Excessive vibration
2026-03-01 10:30:00,SITE_01,BLDG_01,ASSET_002,AHU,24.675,0.437,0.878,14.507,1,0,1,0,0,2,Watch,Excessive vibration
2026-03-01 11:00:00,SITE_01,BLDG_01,ASSET_002,AHU,24.976,0.436,0.954,15.315,1,0,1,0,0,2,Watch,Excessive vibration
2026-03-01 11:45:00,SITE_01,BLDG_01,ASSET_002,AHU,25.136,0.413,1.215,17.345,1,0,1,0,0,2,Watch,Excessive vibration
2026-03-01 12:00:00,SITE_01,BLDG_01,ASSET_002,AHU,25.972,0.435,0.908,17.714,1,0,1,0,0,2,Watch,Excessive vibration
2026-03-01 12:30:00,SITE_01,BLDG_01,ASSET_002,AHU,26.037,0.483,0.989,18.342,1,0,1,1,0,3,Anomaly,Excessive vibration
2026-03-01 13:00:00,SITE_01,BLDG_01,ASSET_002,AHU,25.052,0.545,1.022,20.335,1,1,1,1,0,4,Critical,Excessive vibration
